applicant_id,group,income,credit_score,years_employed,debt_to_income,nontraditional_gig,historical_approval
APP-1457,Group A,79586.28,796.0,6.8,0.132,0,1
APP-1458,Group A,47633.7,809.0,9.7,0.288,0,1
APP-1459,Group A,92043.58,773.0,12.7,0.345,1,1
APP-1460,Group A,41902.25,662.0,6.6,0.287,0,1
APP-1461,Group B,33494.26,634.0,4.4,0.292,1,1
APP-1462,Group B,53296.66,626.0,,0.368,0,1
APP-1463,Group A,40113.39,739.0,6.8,0.316,0,1
APP-1464,Group B,44555.1,763.0,5.4,0.226,0,1
APP-1465,Group A,37689.1,761.0,8.3,0.315,0,1
APP-1466,Group A,49256.73,640.0,5.2,0.363,0,1
APP-1467,Group B,50771.0,,7.1,0.354,0,1
APP-1468,Group A,99005.23,687.0,5.8,0.372,0,1
APP-1469,Group B,59393.72,628.0,4.8,0.556,0,1
APP-1470,Group A,25233.45,677.0,8.4,0.201,1,1
APP-1471,Group B,83022.38,672.0,3.7,0.289,0,1
APP-1472,Group A,87204.32,718.0,5.2,0.298,0,1
APP-1473,Group B,18000.0,714.0,,0.403,1,0
APP-1474,Group A,47566.53,675.0,6.1,0.217,0,1
APP-1475,Group B,72832.23,724.0,3.6,0.292,0,1
APP-1476,Group A,81349.07,693.0,6.7,0.238,0,1
APP-1477,Group A,78062.04,761.0,7.0,0.154,0,1
APP-1478,Group B,56054.75,685.0,0.8,0.53,1,1
APP-1479,Group A,114797.1,728.0,11.9,0.24,0,1
APP-1480,Group B,56212.44,624.0,7.0,0.374,0,1
APP-1481,Group B,65180.22,626.0,5.6,0.313,1,1
APP-1482,Group A,35977.96,717.0,1.5,0.341,0,1
APP-1483,Group B,79137.4,595.0,7.3,0.242,1,1
APP-1484,Group A,72409.66,739.0,4.9,0.348,1,1
APP-1485,Group B,53321.82,618.0,7.2,0.469,0,1
APP-1486,Group A,49137.17,739.0,8.4,0.13,0,1
APP-1487,Group A,68443.53,693.0,11.5,0.242,1,1
APP-1488,Group B,48503.16,,6.6,0.526,0,1
APP-1489,Group B,45274.08,607.0,2.5,0.349,0,1
APP-1490,Group A,36812.88,776.0,7.2,0.247,0,1
APP-1491,Group B,39819.93,705.0,4.2,0.31,0,1
APP-1492,Group A,75826.51,732.0,9.9,0.198,0,1
APP-1493,Group A,70165.01,749.0,5.1,0.286,0,1
APP-1494,Group A,83645.26,734.0,4.9,0.223,0,1
APP-1495,Group A,35290.78,679.0,9.0,0.218,0,1
APP-1496,Group A,18000.0,691.0,3.9,0.149,0,1
APP-1497,Group A,80043.35,651.0,8.8,0.337,0,1
APP-1498,Group B,43736.37,595.0,1.1,0.185,1,1
APP-1499,Group B,80220.33,584.0,5.3,0.246,0,1
APP-1500,Group B,33960.09,591.0,0.3,0.31,1,1
APP-1501,Group A,85330.35,759.0,5.9,0.375,0,1
APP-1502,Group A,59396.02,777.0,3.4,0.351,0,1
APP-1503,Group B,62894.03,,6.6,0.382,0,1
APP-1504,Group B,93069.73,600.0,0.2,0.172,0,1
APP-1505,Group A,97892.13,720.0,9.8,0.323,0,1
APP-1506,Group B,34858.31,,2.1,0.443,1,1
APP-1507,Group B,43844.09,,6.3,0.529,1,1
APP-1508,Group B,65241.2,756.0,0.0,0.308,1,1
APP-1509,Group B,65120.36,573.0,5.5,0.228,1,1
APP-1510,Group B,57107.52,576.0,,0.485,1,1
APP-1511,Group A,70819.58,737.0,6.0,0.278,0,1
APP-1512,Group B,32724.66,764.0,0.8,0.379,0,1
APP-1513,Group B,55943.99,645.0,8.1,0.555,1,1
APP-1514,Group A,41628.01,763.0,6.5,0.342,0,1
APP-1515,Group A,55046.51,762.0,12.7,0.3,1,1
APP-1516,Group A,87773.2,763.0,8.1,0.292,0,1
APP-1517,Group B,63747.64,566.0,7.0,0.533,0,1
APP-1518,Group B,35716.94,716.0,,0.554,0,1
APP-1519,Group A,59796.21,724.0,11.6,0.227,0,1
APP-1520,Group A,56674.52,778.0,10.5,0.291,1,1
APP-1521,Group A,87168.16,848.0,7.3,0.213,0,1
APP-1522,Group B,23893.12,738.0,3.2,0.339,0,1
APP-1523,Group B,51432.78,658.0,6.7,0.369,1,1
APP-1524,Group B,74985.38,662.0,1.0,0.252,0,1
APP-1525,Group A,99119.12,767.0,4.6,0.248,0,1
APP-1526,Group A,79332.5,659.0,10.3,0.365,0,1
APP-1527,Group A,74997.62,764.0,9.2,0.395,0,1
APP-1528,Group A,116720.94,659.0,5.9,0.313,0,1
APP-1529,Group B,97984.35,,1.9,0.369,0,1
APP-1530,Group B,55530.37,,0.1,0.386,1,1
APP-1531,Group B,87475.56,639.0,,0.252,1,1
APP-1532,Group B,80617.1,677.0,7.5,0.226,1,1
APP-1533,Group A,86974.78,664.0,0.9,0.345,1,1
APP-1534,Group B,33525.35,720.0,1.6,0.523,1,1
APP-1535,Group B,18000.0,563.0,4.5,0.262,1,1
APP-1536,Group B,41311.39,,4.2,0.147,0,1
APP-1537,Group A,33700.85,676.0,4.2,0.261,1,1
APP-1538,Group A,39122.15,642.0,4.9,0.436,0,1
APP-1539,Group A,78450.54,736.0,14.3,0.237,0,1
APP-1540,Group B,21712.14,,3.3,0.264,0,1
APP-1541,Group B,36872.95,684.0,4.2,0.292,1,1
APP-1542,Group A,79251.48,761.0,10.3,0.235,0,1
APP-1543,Group B,54230.51,589.0,3.5,0.44,0,1
APP-1544,Group B,50668.49,635.0,8.9,0.221,0,1
APP-1545,Group A,99049.55,726.0,6.9,0.213,0,1
APP-1546,Group A,84828.59,738.0,7.6,0.272,0,1
APP-1547,Group B,62072.39,,3.7,0.311,1,1
APP-1548,Group A,88641.39,716.0,6.3,0.444,0,1
APP-1549,Group B,41381.63,695.0,3.6,0.253,1,1
APP-1550,Group A,63997.69,703.0,9.5,0.297,0,1
APP-1551,Group B,46718.7,546.0,4.8,0.481,0,1
APP-1552,Group A,80051.38,779.0,8.3,0.368,0,1
APP-1553,Group A,44568.06,797.0,7.2,0.326,0,1
APP-1554,Group B,62327.4,557.0,0.8,0.389,0,1
APP-1555,Group A,103008.0,738.0,2.4,0.291,0,1
APP-1556,Group A,72769.82,670.0,5.8,0.247,0,1
APP-1557,Group A,64235.28,703.0,7.9,0.08,0,1
APP-1558,Group B,71597.85,,4.0,0.243,0,1
APP-1559,Group B,54277.42,592.0,6.5,0.378,1,1
APP-1560,Group B,55155.16,553.0,,0.373,1,1
APP-1561,Group A,65240.13,751.0,2.1,0.29,0,1
APP-1562,Group A,94556.31,605.0,10.5,0.391,0,1
APP-1563,Group A,22182.05,694.0,7.3,0.321,0,0
APP-1564,Group A,56508.72,630.0,6.0,0.263,0,1
APP-1565,Group A,87414.95,762.0,2.8,0.492,1,1
APP-1566,Group A,71336.99,692.0,10.5,0.23,1,1
APP-1567,Group A,85054.3,693.0,5.5,0.328,0,1
APP-1568,Group B,57813.54,636.0,5.3,0.307,0,1
APP-1569,Group A,63918.89,790.0,10.6,0.303,0,1
APP-1570,Group A,59088.86,731.0,10.8,0.103,0,1
APP-1571,Group B,54830.65,640.0,5.0,0.277,0,1
APP-1572,Group A,63364.36,651.0,6.4,0.445,0,1
APP-1573,Group B,72568.6,527.0,1.0,0.386,1,1
APP-1574,Group B,89725.18,744.0,5.7,0.279,0,1
APP-1575,Group B,73684.14,599.0,0.0,0.403,1,1
APP-1576,Group A,102529.93,726.0,9.1,0.397,0,1
APP-1577,Group B,44833.44,600.0,8.5,0.213,1,1
APP-1578,Group A,38198.45,708.0,8.9,0.29,0,1
APP-1579,Group A,57175.63,707.0,9.6,0.45,0,1
APP-1580,Group A,94167.72,713.0,7.7,0.366,1,1
APP-1581,Group B,74555.6,,7.9,0.316,1,1
APP-1582,Group A,49598.78,724.0,4.5,0.229,0,1
APP-1583,Group A,85451.24,618.0,2.3,0.429,0,1
APP-1584,Group B,53282.57,,,0.268,0,1
APP-1585,Group A,101738.41,769.0,6.7,0.36,0,1
APP-1586,Group A,100184.66,767.0,4.1,0.361,1,1
APP-1587,Group A,69467.28,733.0,5.6,0.251,1,1
APP-1588,Group A,115996.24,710.0,9.3,0.217,0,1
APP-1589,Group A,58865.07,625.0,8.7,0.295,0,1
APP-1590,Group A,88857.12,747.0,4.0,0.257,0,1
APP-1591,Group B,61559.74,745.0,4.1,0.214,0,1
APP-1592,Group A,112955.34,663.0,4.5,0.341,0,1
APP-1593,Group A,58334.1,678.0,7.3,0.286,0,1
APP-1594,Group B,59587.83,,,0.397,1,1
APP-1595,Group A,44836.24,652.0,6.9,0.222,0,1
APP-1596,Group B,37401.98,568.0,4.6,0.381,0,1
APP-1597,Group A,63700.36,731.0,8.0,0.291,0,1
APP-1598,Group A,75143.57,606.0,7.5,0.457,0,1
APP-1599,Group A,94797.2,679.0,6.6,0.307,0,1
APP-1600,Group A,89627.61,740.0,6.6,0.307,1,1
APP-1601,Group A,83038.38,674.0,9.5,0.372,0,1
APP-1602,Group A,73706.23,714.0,7.2,0.268,0,1
APP-1603,Group A,67985.79,762.0,8.0,0.253,0,1
APP-1604,Group A,87061.89,667.0,14.5,0.301,0,1
APP-1605,Group A,82576.21,729.0,5.2,0.305,0,1
APP-1606,Group A,99363.89,763.0,9.6,0.255,0,1
APP-1607,Group A,70581.15,664.0,7.2,0.295,0,1
APP-1608,Group A,56673.58,668.0,6.6,0.305,0,1
APP-1609,Group B,33593.46,620.0,4.1,0.334,1,1
APP-1610,Group A,46281.81,644.0,7.8,0.109,0,1
APP-1611,Group B,52274.09,708.0,1.2,0.362,1,1
APP-1612,Group B,48733.92,,6.5,0.53,0,1
APP-1613,Group A,102985.67,691.0,8.5,0.241,0,1
APP-1614,Group B,30405.44,489.0,6.1,0.277,1,1
APP-1615,Group B,68138.6,,4.0,0.362,1,1
APP-1616,Group A,65843.03,702.0,5.9,0.172,0,1
APP-1617,Group A,84576.37,744.0,7.4,0.257,1,1
APP-1618,Group B,34087.33,628.0,0.0,0.378,0,1
APP-1619,Group B,78200.45,692.0,,0.315,1,1
APP-1620,Group A,61154.99,612.0,7.3,0.443,1,1
APP-1621,Group A,70751.42,785.0,7.0,0.304,1,1
APP-1622,Group A,58739.71,751.0,7.7,0.281,1,1
APP-1623,Group A,80768.22,682.0,2.7,0.239,0,1
APP-1624,Group B,70032.85,608.0,,0.284,0,1
APP-1625,Group A,79707.77,644.0,5.0,0.147,0,1
APP-1626,Group A,33488.24,706.0,6.5,0.254,0,1
APP-1627,Group B,35429.51,608.0,3.0,0.389,1,1
APP-1628,Group A,78621.25,775.0,8.8,0.247,0,1
APP-1629,Group A,106397.33,713.0,5.1,0.209,0,1
APP-1630,Group B,27006.23,536.0,1.0,0.376,1,0
APP-1631,Group B,42776.71,582.0,,0.362,1,1
APP-1632,Group A,55122.75,731.0,4.4,0.288,0,1
APP-1633,Group A,64929.92,705.0,6.6,0.313,0,1
APP-1634,Group A,67046.41,651.0,5.8,0.302,1,1
APP-1635,Group A,101295.6,682.0,10.6,0.162,0,1
APP-1636,Group A,98637.82,734.0,6.4,0.238,0,1
APP-1637,Group A,46961.84,776.0,7.9,0.193,0,1
APP-1638,Group A,55639.08,694.0,5.2,0.223,0,1
APP-1639,Group A,98666.48,794.0,4.0,0.392,0,1
APP-1640,Group A,72001.19,638.0,5.4,0.319,0,1
APP-1641,Group A,68441.16,750.0,3.7,0.372,0,1
APP-1642,Group A,47084.22,740.0,4.8,0.264,0,1
APP-1643,Group A,64276.56,697.0,3.8,0.276,0,1
APP-1644,Group A,81390.49,793.0,7.4,0.36,0,1
APP-1645,Group B,43535.62,612.0,3.4,0.42,0,0
APP-1646,Group A,60212.57,770.0,9.9,0.299,0,1
APP-1647,Group B,47674.09,531.0,5.9,0.277,1,1
APP-1648,Group B,18811.72,582.0,3.8,0.414,1,1
APP-1649,Group A,88966.42,697.0,11.5,0.312,0,1
APP-1650,Group A,59001.19,615.0,5.8,0.36,0,1
APP-1651,Group A,78192.96,739.0,9.4,0.33,0,1
APP-1652,Group A,63877.63,703.0,12.0,0.205,0,1
APP-1653,Group B,38644.3,724.0,1.2,0.409,1,1
APP-1654,Group A,46694.66,721.0,10.0,0.212,0,1
APP-1655,Group A,57316.83,581.0,7.2,0.356,0,1
APP-1656,Group A,68071.47,629.0,6.2,0.253,0,1
APP-1657,Group A,90053.65,651.0,7.5,0.377,0,1
APP-1658,Group B,64087.56,,6.2,0.436,1,1
APP-1659,Group A,37791.04,753.0,5.3,0.296,1,1
APP-1660,Group A,68011.21,671.0,8.1,0.378,0,1
APP-1661,Group B,72962.5,634.0,6.1,0.323,0,1
APP-1662,Group B,61677.34,,3.3,0.232,0,1
APP-1663,Group A,81289.59,802.0,3.5,0.322,0,1
APP-1664,Group A,73141.12,698.0,10.4,0.295,0,1
APP-1665,Group A,86773.05,706.0,8.0,0.294,0,1
APP-1666,Group A,62835.47,728.0,7.9,0.129,0,1
APP-1667,Group A,51996.56,727.0,11.4,0.16,1,1
APP-1668,Group A,82113.38,720.0,8.5,0.396,0,1
APP-1669,Group A,97324.93,785.0,6.3,0.48,0,1
APP-1670,Group A,79857.64,606.0,8.7,0.236,0,1
APP-1671,Group B,49716.15,586.0,2.1,0.553,0,1
APP-1672,Group A,35490.24,748.0,0.8,0.282,0,1
APP-1673,Group A,74405.17,683.0,8.8,0.261,0,1
APP-1674,Group A,107867.56,728.0,4.4,0.278,1,1
APP-1675,Group B,95033.79,665.0,3.8,0.2,0,1
APP-1676,Group A,65234.52,742.0,7.1,0.168,0,1
APP-1677,Group A,77364.24,676.0,10.5,0.263,0,1
APP-1678,Group B,42681.53,,9.4,0.218,1,1
APP-1679,Group B,29764.95,567.0,3.3,0.278,0,1
APP-1680,Group B,80773.69,692.0,6.2,0.218,1,1
APP-1681,Group A,107419.52,704.0,4.1,0.188,1,1
APP-1682,Group A,74553.99,676.0,7.6,0.341,0,1
APP-1683,Group B,38133.11,560.0,4.5,0.474,1,1
APP-1684,Group B,50121.83,666.0,2.2,0.378,1,1
APP-1685,Group A,77483.13,745.0,7.7,0.199,0,1
APP-1686,Group A,94239.74,698.0,9.2,0.302,0,1
APP-1687,Group A,67077.08,672.0,9.3,0.37,0,1
APP-1688,Group B,62296.11,594.0,,0.346,1,1
APP-1689,Group A,73140.34,698.0,3.5,0.272,1,1
APP-1690,Group A,67233.06,695.0,8.9,0.224,0,1
APP-1691,Group A,67725.94,712.0,6.8,0.24,0,1
APP-1692,Group A,92191.7,714.0,10.4,0.249,0,1
APP-1693,Group A,78340.74,731.0,8.7,0.266,0,1
APP-1694,Group A,99695.04,658.0,8.8,0.233,0,1
APP-1695,Group B,49091.99,599.0,1.5,0.251,1,1
APP-1696,Group A,102021.46,754.0,6.8,0.299,0,1
APP-1697,Group A,96097.18,701.0,5.0,0.192,0,1
APP-1698,Group A,106175.78,633.0,11.9,0.25,0,1
APP-1699,Group A,72094.97,694.0,3.2,0.272,0,1
APP-1700,Group A,62847.07,703.0,9.9,0.297,0,1
APP-1701,Group A,108686.97,760.0,12.1,0.226,0,1
APP-1702,Group A,70138.78,710.0,10.2,0.382,0,1
APP-1703,Group A,78080.96,708.0,7.2,0.063,1,1
APP-1704,Group A,87377.73,792.0,8.1,0.305,0,1
APP-1705,Group B,18000.0,607.0,2.1,0.357,1,1
APP-1706,Group A,94803.32,699.0,8.6,0.242,0,1
APP-1707,Group B,18484.9,647.0,6.9,0.35,0,1
APP-1708,Group A,69052.48,698.0,10.0,0.223,0,1
APP-1709,Group B,41247.43,608.0,5.1,0.343,0,1
APP-1710,Group B,51832.81,660.0,8.5,0.326,1,1
APP-1711,Group A,55556.95,759.0,6.7,0.191,0,1
APP-1712,Group A,66667.49,707.0,8.2,0.301,0,1
APP-1713,Group A,40837.61,842.0,9.7,0.26,1,1
APP-1714,Group A,96946.0,632.0,0.0,0.326,0,1
APP-1715,Group B,22356.45,679.0,2.3,0.203,1,1
APP-1716,Group B,53989.64,599.0,5.2,0.075,0,1
APP-1717,Group B,41546.17,,,0.403,1,0
APP-1718,Group A,75909.83,738.0,12.6,0.241,0,1
APP-1719,Group B,87790.01,,1.1,0.326,1,1
APP-1720,Group B,51899.91,717.0,0.6,0.412,1,1
APP-1721,Group A,78005.77,807.0,10.9,0.231,0,1
APP-1722,Group A,43739.31,651.0,11.3,0.252,0,1
APP-1723,Group B,58397.77,729.0,6.7,0.305,0,1
APP-1724,Group A,75504.22,633.0,7.5,0.456,0,1
APP-1725,Group B,53293.86,671.0,6.6,0.38,1,1
APP-1726,Group A,58278.76,781.0,6.7,0.209,0,1
APP-1727,Group B,45142.06,676.0,2.1,0.235,1,1
APP-1728,Group A,73803.48,735.0,7.9,0.12,0,1
APP-1729,Group A,93791.59,665.0,2.3,0.182,0,1
APP-1730,Group A,34564.03,705.0,5.2,0.203,1,1
APP-1731,Group B,28223.34,502.0,4.7,0.365,0,1
APP-1732,Group B,72868.86,,2.1,0.38,1,0
APP-1733,Group A,77901.61,677.0,4.5,0.335,0,1
APP-1734,Group A,45318.87,700.0,10.6,0.158,0,1
APP-1735,Group B,45119.91,596.0,2.1,0.292,0,1
APP-1736,Group A,55517.56,745.0,3.1,0.152,1,1
APP-1737,Group B,31530.78,582.0,7.8,0.363,1,1
APP-1738,Group A,66813.83,760.0,3.6,0.37,0,1
APP-1739,Group A,40576.48,664.0,10.1,0.341,0,1
APP-1740,Group A,63089.3,755.0,12.1,0.248,0,1
APP-1741,Group A,96678.42,790.0,8.3,0.405,0,1
APP-1742,Group B,18000.0,619.0,,0.379,1,1
APP-1743,Group A,81485.18,824.0,1.1,0.273,0,1
APP-1744,Group A,34275.59,712.0,6.3,0.146,0,1
APP-1745,Group B,41146.63,661.0,,0.418,1,1
APP-1746,Group A,81148.07,669.0,7.8,0.376,0,1
APP-1747,Group A,109368.14,585.0,7.3,0.254,0,1
APP-1748,Group B,20640.01,605.0,1.3,0.374,1,0
APP-1749,Group B,42993.05,669.0,4.2,0.465,1,1
APP-1750,Group A,80905.6,671.0,7.5,0.294,0,1
APP-1751,Group B,44687.64,,5.4,0.345,1,1
APP-1752,Group B,61267.9,693.0,4.8,0.307,0,1
APP-1753,Group A,47056.95,771.0,8.0,0.267,0,1
APP-1754,Group A,96601.12,757.0,8.5,0.366,0,1
APP-1755,Group B,58341.23,,2.6,0.353,0,1
APP-1756,Group B,61736.35,697.0,2.3,0.354,0,1
APP-1757,Group A,90532.92,707.0,2.8,0.363,0,1
APP-1758,Group B,45684.71,496.0,,0.251,1,1
APP-1759,Group B,34156.77,700.0,2.1,0.323,1,1
APP-1760,Group A,77049.69,686.0,1.7,0.102,0,1
APP-1761,Group A,94915.62,736.0,5.6,0.159,0,1
APP-1762,Group A,68188.03,735.0,2.9,0.298,0,1
APP-1763,Group B,48174.98,717.0,5.5,0.158,0,1
APP-1764,Group A,84614.89,785.0,5.5,0.24,0,1
APP-1765,Group A,77480.9,679.0,7.3,0.233,0,1
APP-1766,Group B,31171.9,553.0,0.1,0.426,0,1
APP-1767,Group B,65447.31,731.0,,0.412,1,1
APP-1768,Group A,63399.67,652.0,9.6,0.313,1,1
APP-1769,Group B,31364.79,670.0,8.7,0.484,1,1
APP-1770,Group A,91916.06,736.0,5.6,0.341,0,1
APP-1771,Group B,55590.74,635.0,,0.314,0,1
APP-1772,Group A,58096.92,738.0,6.9,0.152,1,1
APP-1773,Group A,65783.35,691.0,7.0,0.41,1,1
APP-1774,Group B,59117.58,578.0,2.5,0.314,1,1
APP-1775,Group A,104337.47,737.0,5.5,0.131,0,1
APP-1776,Group A,55824.43,642.0,2.2,0.313,1,1
APP-1777,Group B,60948.79,,4.7,0.286,1,1
APP-1778,Group B,63839.74,635.0,,0.466,0,1
APP-1779,Group B,41679.88,622.0,,0.325,0,1
APP-1780,Group B,58270.15,582.0,,0.467,1,1
APP-1781,Group A,114456.22,731.0,10.1,0.397,0,1
APP-1782,Group A,73937.86,682.0,7.5,0.356,0,1
APP-1783,Group A,96809.69,770.0,3.7,0.344,0,1
APP-1784,Group A,79333.66,695.0,6.3,0.341,0,1
APP-1785,Group B,20997.82,,6.7,0.283,1,1
APP-1786,Group A,82404.24,739.0,6.7,0.275,0,1
APP-1787,Group A,79657.43,746.0,4.1,0.35,0,1
APP-1788,Group A,73412.23,695.0,4.0,0.309,0,1
APP-1789,Group B,64586.15,561.0,,0.199,0,1
APP-1790,Group A,90837.19,681.0,9.6,0.182,1,1
APP-1791,Group A,75118.76,753.0,5.8,0.306,1,1
APP-1792,Group A,63071.77,695.0,9.4,0.233,0,1
APP-1793,Group B,47426.14,,4.1,0.37,0,1
APP-1794,Group A,63672.11,752.0,7.6,0.201,1,1
APP-1795,Group B,74102.87,639.0,8.4,0.314,1,1
APP-1796,Group B,43726.18,570.0,,0.38,0,1
APP-1797,Group A,77857.02,711.0,11.0,0.271,0,1
APP-1798,Group B,59592.04,725.0,3.5,0.454,1,1
APP-1799,Group B,31050.56,759.0,2.2,0.293,1,1
APP-1800,Group B,53221.09,,7.6,0.309,0,1
APP-1801,Group A,51575.68,824.0,6.3,0.281,0,1
APP-1802,Group A,65927.27,796.0,4.3,0.342,0,1
APP-1803,Group B,27591.34,667.0,5.6,0.228,1,1
APP-1804,Group A,44101.25,683.0,8.2,0.347,0,1
APP-1805,Group B,25955.22,636.0,0.3,0.491,1,1
APP-1806,Group B,18000.0,,6.0,0.373,1,1
APP-1807,Group B,83474.37,615.0,3.4,0.624,0,1
APP-1808,Group A,42665.73,699.0,6.3,0.33,1,1
APP-1809,Group A,119310.89,738.0,3.8,0.29,0,1
APP-1810,Group B,56429.51,588.0,7.7,0.332,0,1
APP-1811,Group B,46177.37,,,0.4,0,1
APP-1812,Group A,57876.6,712.0,9.0,0.149,0,1
APP-1813,Group B,29355.56,688.0,,0.433,1,1
APP-1814,Group B,67505.86,,3.4,0.302,0,1
APP-1815,Group A,92950.87,767.0,5.0,0.22,0,1
APP-1816,Group A,46127.91,686.0,6.8,0.299,0,1
APP-1817,Group A,69118.03,724.0,8.3,0.239,0,1
APP-1818,Group A,77526.28,687.0,4.0,0.164,0,1
APP-1819,Group A,67031.28,772.0,6.6,0.327,0,1
APP-1820,Group B,69194.85,637.0,2.5,0.419,1,1
APP-1821,Group A,65735.22,748.0,7.4,0.186,0,1
APP-1822,Group A,89456.54,716.0,10.0,0.321,0,1
APP-1823,Group A,34339.99,816.0,4.6,0.28,0,1
APP-1824,Group A,106853.4,711.0,3.4,0.276,0,1
APP-1825,Group B,54424.73,,1.3,0.396,1,1
APP-1826,Group A,59182.36,712.0,2.9,0.336,0,1
APP-1827,Group A,18000.0,716.0,5.3,0.311,0,1
APP-1828,Group B,36371.3,646.0,6.8,0.334,1,1
APP-1829,Group A,86693.67,691.0,8.2,0.227,0,1
APP-1830,Group A,45054.85,774.0,5.0,0.338,0,1
APP-1831,Group A,90623.48,662.0,7.8,0.362,0,1
APP-1832,Group A,51338.88,697.0,10.1,0.344,0,1
APP-1833,Group A,102213.52,711.0,7.1,0.339,1,1
APP-1834,Group A,28593.69,749.0,6.9,0.376,0,1
APP-1835,Group A,99173.64,708.0,6.0,0.373,0,1
APP-1836,Group B,101593.92,620.0,5.8,0.295,1,1
APP-1837,Group A,60334.63,695.0,4.3,0.238,0,1
APP-1838,Group A,84723.7,613.0,0.8,0.339,0,1
APP-1839,Group B,50214.39,,1.8,0.279,1,1
APP-1840,Group A,60219.43,743.0,11.3,0.246,0,1
APP-1841,Group B,27000.21,660.0,3.1,0.401,1,1
APP-1842,Group A,101408.28,666.0,8.9,0.258,0,1
APP-1843,Group B,51481.55,554.0,5.7,0.34,1,1
APP-1844,Group A,93470.17,657.0,9.6,0.185,0,1
APP-1845,Group A,76010.73,784.0,4.6,0.243,0,1
APP-1846,Group A,102017.05,677.0,4.6,0.286,0,1
APP-1847,Group B,48427.28,,4.5,0.419,1,1
APP-1848,Group A,31435.77,684.0,5.3,0.318,0,1
APP-1849,Group A,121760.23,698.0,7.3,0.329,0,1
APP-1850,Group A,92414.93,757.0,7.4,0.269,0,1
APP-1851,Group B,33162.33,586.0,,0.289,1,1
APP-1852,Group A,78818.33,708.0,7.4,0.238,0,1
APP-1853,Group B,52802.94,722.0,,0.474,0,1
APP-1854,Group A,62839.88,659.0,3.0,0.315,0,1
APP-1855,Group A,86682.63,741.0,4.8,0.247,0,1
APP-1856,Group A,94875.64,779.0,4.4,0.318,0,1
APP-1857,Group A,66505.56,735.0,7.6,0.246,0,1
APP-1858,Group A,79549.92,742.0,4.5,0.182,0,1
APP-1859,Group A,74897.91,677.0,6.2,0.203,0,1
APP-1860,Group B,64076.4,,3.0,0.258,0,1
APP-1861,Group A,82619.06,688.0,4.3,0.328,0,1
APP-1862,Group A,80356.87,669.0,5.4,0.386,0,1
APP-1863,Group A,77253.15,753.0,5.7,0.19,0,1
APP-1864,Group A,102022.28,775.0,12.0,0.304,0,1
APP-1865,Group A,52238.83,728.0,9.0,0.351,0,1
APP-1866,Group A,49188.77,703.0,10.3,0.105,0,1
APP-1867,Group A,94390.96,734.0,5.9,0.258,1,1
APP-1868,Group B,52056.66,720.0,6.5,0.22,0,1
APP-1869,Group B,91699.53,718.0,0.9,0.439,0,1
APP-1870,Group A,67286.55,732.0,7.7,0.38,0,1
APP-1871,Group A,56656.89,743.0,10.2,0.296,0,1
APP-1872,Group B,51072.59,673.0,3.2,0.257,1,1
APP-1873,Group A,91015.31,690.0,6.0,0.346,0,1
APP-1874,Group A,56210.74,766.0,6.1,0.396,0,1
APP-1875,Group A,63920.63,775.0,0.8,0.204,0,1
APP-1876,Group B,76812.45,648.0,5.0,0.138,1,1
APP-1877,Group B,35323.59,578.0,4.4,0.388,1,1
APP-1878,Group A,70579.15,713.0,7.6,0.471,0,1
APP-1879,Group A,61624.97,699.0,4.4,0.088,0,1
APP-1880,Group A,89228.21,850.0,9.4,0.212,0,1
APP-1881,Group B,48898.06,552.0,1.5,0.277,1,1
APP-1882,Group A,95969.65,734.0,4.8,0.269,0,1
APP-1883,Group A,76142.36,724.0,5.3,0.282,0,1
APP-1884,Group B,18000.0,,4.4,0.4,0,0
APP-1885,Group A,43120.73,699.0,0.0,0.146,0,1
APP-1886,Group B,33424.61,611.0,7.2,0.361,1,1
APP-1887,Group A,85169.71,701.0,7.7,0.352,0,1
APP-1888,Group A,118701.9,676.0,11.9,0.311,0,1
APP-1889,Group A,58160.12,717.0,11.5,0.238,0,1
APP-1890,Group B,18000.0,639.0,6.8,0.341,1,1
APP-1891,Group B,48010.57,659.0,3.2,0.434,0,1
APP-1892,Group B,64768.35,641.0,3.7,0.318,1,1
APP-1893,Group A,49592.41,688.0,1.3,0.18,1,1
APP-1894,Group B,52565.13,744.0,3.9,0.389,0,1
APP-1895,Group A,66255.85,629.0,4.7,0.351,0,1
APP-1896,Group A,79016.9,715.0,7.1,0.363,0,1
APP-1897,Group B,83362.77,774.0,0.0,0.382,0,1
APP-1898,Group A,94125.9,826.0,6.9,0.32,0,1
APP-1899,Group A,99091.89,719.0,8.9,0.258,0,1
APP-1900,Group A,47160.83,795.0,6.7,0.252,0,1
APP-1901,Group A,81262.24,716.0,9.4,0.232,0,1
APP-1902,Group A,59662.72,713.0,10.1,0.32,0,1
APP-1903,Group A,75650.0,750.0,7.2,0.198,0,1
APP-1904,Group A,65387.04,837.0,6.9,0.168,1,1
APP-1905,Group B,29794.96,517.0,,0.515,0,1
APP-1906,Group B,27149.22,612.0,3.4,0.353,0,0
APP-1907,Group A,61993.69,741.0,6.8,0.214,0,1
APP-1908,Group A,77991.96,715.0,8.3,0.348,0,1
APP-1909,Group A,85410.04,731.0,7.1,0.395,0,1
APP-1910,Group A,84590.15,746.0,4.9,0.227,0,1
APP-1911,Group A,66502.02,763.0,7.6,0.376,1,1
APP-1912,Group B,49762.86,,5.9,0.393,1,1
